official_parcel_id,objectid_1,pin14,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,governance_warning_categories,permit_count,first_permit_date,latest_permit_date,permit_type_count,total_permit_amount,co_date_future_outlier_count
CFS-PARCEL-0149726579,149726579,45896367300000,review,ultra_high,extreme_large,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],286,2000-08-02,2025-10-22,5,61926619.0,0
CFS-PARCEL-0149808150,149808150,56213814220000,review,ultra_high,commercial_large,Concord,PID,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",170,2008-02-01,2025-12-12,6,154499165.69,0
CFS-PARCEL-0149752131,149752131,55091820390000,review,ultra_high,commercial_large,Concord,O-I-CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",127,2014-05-12,2025-11-04,5,31860549.0,0
CFS-PARCEL-0149728135,149728135,45998437730000,trusted,ultra_high,commercial_large,Concord,RV,residential,high,['review_sliver_overlap'],102,2005-02-01,2025-11-25,6,1034740.0,0
CFS-PARCEL-0149729262,149729262,45999433330000,trusted,ultra_high,commercial_large,Concord,RV,residential,high,['review_sliver_overlap'],69,2004-05-01,2025-11-13,9,259917.0,0
CFS-PARCEL-0149789146,149789146,56102182090000,trusted,ultra_high,extreme_large,Concord,I-2,unknown,medium,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",62,2022-05-12,2025-10-02,4,775168452.0,0
CFS-PARCEL-0149783110,149783110,56010135370000,trusted,ultra_high,commercial_large,Kannapolis,CD,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",61,2008-04-01,2025-11-12,6,10384365.44,0
CFS-PARCEL-0149736835,149736835,46705588120000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],55,2009-08-01,2025-01-16,7,3754318.1,0
CFS-PARCEL-0149784413,149784413,56017349760000,trusted,ultra_high,commercial_large,Concord,I-2,unknown,high,['jurisdiction_code_semantics_review'],49,2006-08-01,2025-08-20,3,10477711.0,0
CFS-PARCEL-0149727441,149727441,45988876150000,review,ultra_high,extreme_large,Concord,PID,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",47,2003-11-01,2025-03-14,5,5557192.0,0
CFS-PARCEL-0149727442,149727442,45988876150000,review,ultra_high,extreme_large,Concord,PID,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",47,2003-11-01,2025-03-14,5,5557192.0,0
CFS-PARCEL-0149780354,149780354,55385984190000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],45,2007-03-01,2023-11-22,8,164773.0,0
CFS-PARCEL-0149773228,149773228,55435780680000,review,ultra_high,extreme_large,Cabarrus County / Unincorporated,GI,industrial,high,['review_sliver_overlap'],45,2010-06-15,2021-10-14,5,20566707.72,0
CFS-PARCEL-0149771633,149771633,55392445840000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],42,2008-06-01,2021-09-27,3,62500.0,0
CFS-PARCEL-0149781836,149781836,56003687430000,trusted,ultra_high,commercial_large,Concord,C-1,unknown,low,"['review_low_confidence', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",42,2015-04-02,2016-09-09,4,24143540.0,0
CFS-PARCEL-0149749102,149749102,55078596960000,trusted,ultra_high,commercial_large,Harrisburg,CZ-GC,commercial,high,['review_sliver_overlap'],40,2017-02-22,2025-12-12,4,9904118.81,0
CFS-PARCEL-0149811661,149811661,56224522260000,trusted,ultra_high,commercial_large,Kannapolis,R18-CZ,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",39,2022-07-29,2024-06-06,7,25987394.0,0
CFS-PARCEL-0149741775,149741775,46919268030000,trusted,ultra_high,commercial_large,Kannapolis,CD-R-CZ,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",39,2018-06-04,2021-01-06,2,13574065.0,0
CFS-PARCEL-0149807384,149807384,56212942100000,trusted,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",38,2009-09-01,2025-10-13,5,349360.97,0
CFS-PARCEL-0149752474,149752474,55093259870000,trusted,luxury,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",36,2007-04-01,2025-05-29,5,624140.45,0
CFS-PARCEL-0149803800,149803800,56202933410000,trusted,ultra_high,commercial_large,Concord,PUD,unknown,medium,['jurisdiction_code_semantics_review'],35,2008-06-01,2025-07-01,5,3627585.01,0
CFS-PARCEL-0149734611,149734611,45892767620000,trusted,ultra_high,estate,Concord,PUD,unknown,high,"['review_multi_jurisdiction', 'jurisdiction_code_semantics_review']",34,2022-11-09,2025-12-08,3,46049867.0,0
CFS-PARCEL-0149728128,149728128,45996917900000,trusted,ultra_high,estate,Concord,I-1,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",34,2021-08-25,2025-02-19,3,8485701.0,0
CFS-PARCEL-0149781903,149781903,56004930300000,review,ultra_high,estate,Concord,C-2,unknown,medium,['jurisdiction_code_semantics_review'],32,2005-12-01,2025-05-29,5,2363319.0,0
CFS-PARCEL-0149751728,149751728,55092173920000,review,unknown,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",32,2021-05-28,2022-07-15,3,27707210.0,0
CFS-PARCEL-0149751729,149751729,55092173920000,review,unknown,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",32,2021-05-28,2022-07-15,3,27707210.0,0
CFS-PARCEL-0149733192,149733192,46725271000000,trusted,ultra_high,commercial_large,Kannapolis,GC,commercial,medium,"['review_multi_jurisdiction', 'review_sliver_overlap']",31,2011-06-09,2025-12-05,5,22970511.0,0
CFS-PARCEL-0149746632,149746632,55070349970000,trusted,ultra_high,estate,Harrisburg,CZ-GC,commercial,high,['review_sliver_overlap'],31,2011-01-14,2025-06-13,3,8932189.0,0
CFS-PARCEL-0149820657,149820657,56228509330000,trusted,ultra_high,commercial_large,Concord,C-2,unknown,low,"['review_low_confidence', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",31,2015-04-21,2025-03-14,4,4894164.0,0
CFS-PARCEL-0149790288,149790288,56109358970000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",30,2005-09-01,2025-01-07,6,6343387.0,0
CFS-PARCEL-0149811576,149811576,56225480760000,review,ultra_high,commercial_large,Concord,PID,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",30,2007-08-01,2024-11-18,5,6347076.0,0
CFS-PARCEL-0149783785,149783785,56010286760000,trusted,luxury,estate,Kannapolis,GC-CZ,commercial,high,['review_sliver_overlap'],30,2017-08-16,2024-05-14,3,2553350.0,0
CFS-PARCEL-0149726859,149726859,45899406520000,trusted,ultra_high,commercial_large,Concord,C-2,unknown,medium,['jurisdiction_code_semantics_review'],30,2007-06-01,2024-03-22,6,6940581.0,0
CFS-PARCEL-0149736197,149736197,46810179110000,trusted,ultra_high,estate,Concord,C-2-CU,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",29,2007-08-01,2025-11-21,5,2415548.0,0
CFS-PARCEL-0149824129,149824129,56507660350000,review,ultra_high,commercial_large,Cabarrus County / Unincorporated,CR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",29,2003-10-01,2025-11-18,3,1104100.0,0
CFS-PARCEL-0149744805,149744805,55061281970000,review,ultra_high,commercial_large,Harrisburg,PUD,unknown,high,['jurisdiction_code_semantics_review'],29,2003-10-01,2025-09-09,5,11931749.0,0
CFS-PARCEL-0149744806,149744806,55061281970000,review,ultra_high,commercial_large,Harrisburg,PUD,unknown,high,['jurisdiction_code_semantics_review'],29,2003-10-01,2025-09-09,5,11931749.0,0
CFS-PARCEL-0149766209,149766209,55298044070000,review,ultra_high,commercial_large,Concord,O-I,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",29,2002-08-01,2025-06-27,4,3805304.0,0
CFS-PARCEL-0149736000,149736000,45985840790000,review,luxury,commercial_large,Cabarrus County / Unincorporated,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",29,2009-07-01,2025-05-02,6,460486.0,0
CFS-PARCEL-0149736001,149736001,45985840790000,review,luxury,commercial_large,Cabarrus County / Unincorporated,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",29,2009-07-01,2025-05-02,6,460486.0,0
CFS-PARCEL-0149726376,149726376,45894448210000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",29,2007-01-01,2024-01-18,3,1178560.0,0
CFS-PARCEL-0149726377,149726377,45894448210000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",29,2007-01-01,2024-01-18,3,1178560.0,0
CFS-PARCEL-0149813206,149813206,56232416450000,trusted,low,estate,Kannapolis,R18,residential,high,['review_sliver_overlap'],29,2018-07-25,2022-06-27,2,715700.0,0
CFS-PARCEL-0149729544,149729544,46705666960000,trusted,ultra_high,commercial_large,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],29,2016-09-29,2017-05-15,1,17031000.0,0
CFS-PARCEL-0149760103,149760103,55094309100000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],28,2010-10-14,2025-05-23,5,2578788.0,0
CFS-PARCEL-0149807988,149807988,56211500060000,review,luxury,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],28,2008-04-01,2024-12-20,3,738800.0,0
CFS-PARCEL-0149807989,149807989,56211500060000,review,luxury,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],28,2008-04-01,2024-12-20,3,738800.0,0
CFS-PARCEL-0149788698,149788698,56049121540000,trusted,luxury,commercial_large,Kannapolis,R18,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",28,2003-12-01,2023-05-23,5,77700.0,0
CFS-PARCEL-0149791512,149791512,56114740970000,trusted,luxury,estate,Concord,RC,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",28,2003-05-01,2018-10-04,4,2212000.0,0
CFS-PARCEL-0149742041,149742041,46918500940000,trusted,ultra_high,commercial_large,Kannapolis,R18-CZ,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",27,2024-05-30,2025-10-03,4,26768521.5,0
CFS-PARCEL-0149772008,149772008,55393469600000,review,ultra_high,commercial_large,Concord,I-2,unknown,medium,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",27,2004-04-01,2025-09-17,3,2420551.0,0
CFS-PARCEL-0149781661,149781661,56001675750000,review,ultra_high,commercial_large,Concord,O-I,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",27,2008-02-01,2025-07-25,6,7554052.0,0
CFS-PARCEL-0149750051,149750051,46906762670000,review,ultra_high,commercial_large,Concord,MX-IB,mixed_use,high,['review_sliver_overlap'],27,2016-02-22,2025-01-27,4,23468616.0,0
CFS-PARCEL-0149771121,149771121,55391385590000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],27,2009-05-01,2022-12-30,4,275089.0,0
CFS-PARCEL-0149771122,149771122,55391385590000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],27,2009-05-01,2022-12-30,4,275089.0,0
CFS-PARCEL-0149771162,149771162,55391385590000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],27,2009-05-01,2022-12-30,4,275089.0,0
CFS-PARCEL-0149809420,149809420,56216125040000,trusted,luxury,residential_standard,Concord,PUD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",26,2008-02-01,2025-12-23,4,451000.0,0
CFS-PARCEL-0149735622,149735622,45899170630000,trusted,ultra_high,commercial_large,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],26,2008-04-01,2025-12-01,6,1903318.0,0
CFS-PARCEL-0149806835,149806835,56209779530000,review,ultra_high,residential_standard,Concord,CC,commercial,high,['safe_for_dashboard'],26,2006-11-01,2025-09-03,9,1325041388.0,0
CFS-PARCEL-0149772858,149772858,55398353410000,review,ultra_high,estate,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",26,2006-07-01,2025-05-12,4,4118947.0,0
CFS-PARCEL-0149805720,149805720,56209209330000,trusted,medium,residential_standard,Concord,RC,unknown,high,['jurisdiction_code_semantics_review'],26,2023-10-30,2023-11-07,1,1630070.0,0
CFS-PARCEL-0149748819,149748819,55077567190000,trusted,ultra_high,estate,Harrisburg,GC,commercial,high,['safe_for_dashboard'],26,2007-05-01,2019-11-05,4,4445486.0,0
CFS-PARCEL-0149820563,149820563,56225731840000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",25,2003-08-01,2025-12-11,4,4510453.0,0
CFS-PARCEL-0149820564,149820564,56225731840000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",25,2003-08-01,2025-12-11,4,4510453.0,0
CFS-PARCEL-0149775432,149775432,55484514010000,review,luxury,commercial_large,Cabarrus County / Unincorporated,LDR,residential,high,['review_sliver_overlap'],25,2014-06-24,2025-02-10,2,973503.0,0
CFS-PARCEL-0149735609,149735609,45897556660000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",25,2012-07-16,2019-10-11,3,5000.0,0
CFS-PARCEL-0149735610,149735610,45897556660000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",25,2012-07-16,2019-10-11,3,5000.0,0
CFS-PARCEL-0149782758,149782758,56005991350000,trusted,ultra_high,commercial_large,Concord,RC,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",25,2016-08-05,2018-01-24,3,17938749.0,0
CFS-PARCEL-0149726720,149726720,45896543610000,review,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],24,2006-09-01,2025-06-19,4,1221736.0,0
CFS-PARCEL-0149726721,149726721,45896543610000,review,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],24,2006-09-01,2025-06-19,4,1221736.0,0
CFS-PARCEL-0149727590,149727590,45982865590000,trusted,ultra_high,commercial_large,Concord,I-2-CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",24,2014-05-15,2025-04-29,3,332200.0,0
CFS-PARCEL-0149786774,149786774,56031232270000,trusted,ultra_high,estate,Kannapolis,R18,agricultural,high,['review_sliver_overlap'],24,2022-06-24,2024-03-13,2,9047100.0,0
CFS-PARCEL-0149742043,149742043,46919019270000,trusted,ultra_high,commercial_large,Kannapolis,CD-R,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",24,2012-12-03,2016-08-15,2,9960337.0,0
CFS-PARCEL-0149736377,149736377,46808418530000,trusted,ultra_high,commercial_large,Concord,I-2-CD,unknown,high,['jurisdiction_code_semantics_review'],23,2018-06-07,2025-12-12,3,10334182.0,0
CFS-PARCEL-0149735340,149735340,45893509410000,trusted,ultra_high,commercial_large,Concord,MX-CC2,mixed_use,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",23,2016-07-19,2025-11-26,4,7425700.0,0
CFS-PARCEL-0149785588,149785588,56023939950000,review,ultra_high,commercial_large,Kannapolis,GC,commercial,medium,['review_sliver_overlap'],23,2014-06-12,2024-09-18,3,15505546.0,0
CFS-PARCEL-0149752049,149752049,55095307260000,trusted,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",23,2016-06-01,2018-05-09,4,15085500.0,0
CFS-PARCEL-0149749977,149749977,46900022520000,review,ultra_high,extreme_large,Concord,I-1,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",22,2010-12-01,2025-11-20,3,30481722.93,0
CFS-PARCEL-0149749978,149749978,46900022520000,review,ultra_high,extreme_large,Concord,I-1,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",22,2010-12-01,2025-11-20,3,30481722.93,0
CFS-PARCEL-0149726479,149726479,45895557940000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],22,2007-10-01,2025-08-18,3,509976.0,0
CFS-PARCEL-0149810942,149810942,56221269970000,trusted,ultra_high,commercial_large,Kannapolis,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",22,2008-01-01,2025-07-28,4,498445.39,0
CFS-PARCEL-0149782644,149782644,56003847100000,review,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],22,2003-09-01,2025-04-29,5,3548107.0,0
CFS-PARCEL-0149799983,149799983,56136905890000,trusted,low,residential_standard,Kannapolis,CC,commercial,high,['safe_for_dashboard'],22,2018-09-06,2025-03-13,5,39915776.0,0
CFS-PARCEL-0149761259,149761259,55263554150000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,CR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",22,2008-07-01,2024-11-26,3,21650.0,0
CFS-PARCEL-0149783366,149783366,56010745830000,trusted,ultra_high,commercial_large,Kannapolis,R18-CZ,residential,high,['review_sliver_overlap'],22,2021-08-19,2024-09-03,3,10311692.0,0
CFS-PARCEL-0149811426,149811426,56222877650000,review,luxury,commercial_large,Kannapolis,PD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",21,2025-06-03,2025-06-04,1,23704775.0,0
CFS-PARCEL-0149782253,149782253,56005303600000,review,ultra_high,commercial_large,Concord,C-2-CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",21,2015-01-30,2025-01-08,4,6005656.5,0
CFS-PARCEL-0149782254,149782254,56005303600000,review,ultra_high,commercial_large,Concord,C-2-CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",21,2015-01-30,2025-01-08,4,6005656.5,0
CFS-PARCEL-0149782270,149782270,56005303600000,review,ultra_high,commercial_large,Concord,C-2-CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",21,2015-01-30,2025-01-08,4,6005656.5,0
CFS-PARCEL-0149811299,149811299,56223167640000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],21,2007-03-01,2024-12-12,4,68344.25,0
CFS-PARCEL-0149740691,149740691,46904402680000,review,ultra_high,commercial_large,Concord,I-1,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",21,2019-03-07,2024-06-13,3,8967559.75,0
CFS-PARCEL-0149733014,149733014,46725015280000,trusted,ultra_high,estate,Kannapolis,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",20,2007-09-01,2025-12-10,4,204300.0,0
CFS-PARCEL-0149726723,149726723,45896608890000,trusted,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",20,2008-09-01,2025-12-01,3,5740150.0,0
CFS-PARCEL-0149772500,149772500,55399331220000,review,luxury,commercial_large,Cabarrus County / Unincorporated,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",20,2007-03-01,2025-11-17,4,465900.0,0
CFS-PARCEL-0149772105,149772105,55394963240000,trusted,ultra_high,commercial_large,Concord,I-1,unknown,low,"['review_low_confidence', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",20,2004-05-01,2025-01-17,3,1974808.0,0
CFS-PARCEL-0149813601,149813601,56233088450000,review,luxury,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],20,2008-02-01,2024-03-26,2,11119.0,0
CFS-PARCEL-0149726777,149726777,45894568390000,trusted,ultra_high,residential_standard,Concord,MX-CC2,mixed_use,high,['safe_for_dashboard'],20,2014-04-02,2023-04-17,4,2019988.0,0
CFS-PARCEL-0149811948,149811948,56223800390000,review,ultra_high,commercial_large,Kannapolis,R18,residential,high,['review_sliver_overlap'],20,2013-07-08,2014-01-17,2,,0
CFS-PARCEL-0149811780,149811780,56225706610000,review,luxury,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],19,2007-01-01,2025-11-17,6,746080.46,0
CFS-PARCEL-0149811781,149811781,56225706610000,review,luxury,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],19,2007-01-01,2025-11-17,6,746080.46,0
CFS-PARCEL-0149797602,149797602,56106087490000,trusted,ultra_high,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",19,2010-05-27,2025-09-08,3,1277417.0,0
CFS-PARCEL-0149800004,149800004,56136949870000,trusted,luxury,residential_standard,Kannapolis,CC,commercial,high,['safe_for_dashboard'],19,2018-11-07,2025-08-12,3,2374108.0,0
CFS-PARCEL-0149783695,149783695,55470645480000,review,ultra_high,extreme_large,Concord,O-I,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",19,2011-10-17,2025-01-15,5,29137945.0,0
CFS-PARCEL-0149771552,149771552,55391313540000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],19,2006-02-01,2024-06-10,3,584987.0,0
CFS-PARCEL-0149771553,149771553,55391313540000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],19,2006-02-01,2024-06-10,3,584987.0,0
CFS-PARCEL-0149771554,149771554,55391313540000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],19,2006-02-01,2024-06-10,3,584987.0,0
CFS-PARCEL-0149807742,149807742,56209997520000,review,luxury,estate,Concord,CC,commercial,high,['review_sliver_overlap'],19,2014-05-15,2024-03-15,4,346900.0,0
CFS-PARCEL-0149820152,149820152,56223216710000,trusted,luxury,residential_standard,Kannapolis,GC,commercial,medium,"['review_multi_jurisdiction', 'review_sliver_overlap']",19,2004-02-01,2023-11-30,4,41272.53,0
CFS-PARCEL-0149772234,149772234,55394172350000,review,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",19,2004-02-01,2022-03-30,5,25200.0,0
CFS-PARCEL-0149790854,149790854,56113661820000,review,low,estate,Concord,RC,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",19,2021-08-06,2021-08-06,1,201900.0,0
CFS-PARCEL-0149749235,149749235,55078580460000,review,ultra_high,estate,Harrisburg,CZ-GC,commercial,high,['review_sliver_overlap'],19,2017-03-15,2018-01-04,2,4803800.0,0
CFS-PARCEL-0149749236,149749236,55078580460000,review,ultra_high,estate,Harrisburg,CZ-GC,commercial,high,['review_sliver_overlap'],19,2017-03-15,2018-01-04,2,4803800.0,0
CFS-PARCEL-0149725985,149725985,45893530650000,trusted,luxury,residential_standard,Concord,MX-CC2,mixed_use,high,['safe_for_dashboard'],18,2019-03-18,2025-12-19,4,1798379.0,0
CFS-PARCEL-0149735734,149735734,46807386190000,trusted,ultra_high,commercial_large,Concord,I-2-CD,unknown,high,['jurisdiction_code_semantics_review'],18,2016-04-21,2025-10-28,4,14973966.0,0
CFS-PARCEL-0149814320,149814320,56211661860000,review,ultra_high,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",18,2006-12-01,2025-08-08,3,262900.0,0
CFS-PARCEL-0149758361,149758361,55189651270000,trusted,high,commercial_large,Cabarrus County / Unincorporated,GI,industrial,high,['safe_for_dashboard'],18,2013-03-12,2025-06-02,3,211700.0,0
CFS-PARCEL-0149742039,149742039,46917964890000,trusted,ultra_high,commercial_large,Kannapolis,CD-CZ,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",18,2009-01-01,2025-04-11,4,48682413.0,0
CFS-PARCEL-0149784401,149784401,56015864270000,review,ultra_high,commercial_large,Kannapolis,GC,commercial,high,['review_sliver_overlap'],18,2008-02-01,2024-07-24,5,3471854.0,0
CFS-PARCEL-0149792403,149792403,56115725670000,trusted,ultra_high,commercial_large,Concord,RC,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",18,2015-11-16,2022-06-02,1,188500.0,0
