official_parcel_id,objectid_1,pin14,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,governance_warning_categories,permit_count,first_permit_date,latest_permit_date,permit_type_count,total_permit_amount,co_date_future_outlier_count
CFS-PARCEL-0149793477,149793477,56023847880000,trusted,luxury,residential_standard,Kannapolis,GC,commercial,high,['safe_for_dashboard'],8,2025-06-18,2025-12-12,2,3702092.0,0
CFS-PARCEL-0149797505,149797505,56131134490000,review,ultra_high,estate,Kannapolis,R4,residential,high,['safe_for_dashboard'],8,2012-12-05,2025-12-12,4,279676.0,0
CFS-PARCEL-0149726304,149726304,45893692210000,trusted,ultra_high,estate,Concord,MX-CC2,mixed_use,high,['safe_for_dashboard'],8,2017-02-22,2025-12-09,4,2522206.0,0
CFS-PARCEL-0149806805,149806805,56210458510000,trusted,luxury,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2011-10-28,2025-12-08,4,256860.0,0
CFS-PARCEL-0149801105,149801105,56118789920000,review,ultra_high,estate,Concord,O-I,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2009-07-01,2025-12-02,4,1832290.0,0
CFS-PARCEL-0149753190,149753190,55160525850000,review,medium,estate,Harrisburg,RM,residential,medium,"['review_multi_jurisdiction', 'review_sliver_overlap']",8,2015-03-31,2025-11-07,3,183375.0,0
CFS-PARCEL-0149753191,149753191,55160525850000,review,medium,estate,Harrisburg,RM,residential,medium,"['review_multi_jurisdiction', 'review_sliver_overlap']",8,2015-03-31,2025-11-07,3,183375.0,0
CFS-PARCEL-0149830300,149830300,56926337080000,trusted,medium,commercial_large,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],8,2017-03-23,2025-10-23,2,183575.0,0
CFS-PARCEL-0149726572,149726572,45895765320000,trusted,luxury,residential_standard,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2022-12-21,2025-10-17,4,699000.0,0
CFS-PARCEL-0149750925,149750925,46918146950000,trusted,ultra_high,commercial_large,Kannapolis,CD,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2017-03-17,2025-10-09,4,8238991.0,0
CFS-PARCEL-0149823347,149823347,56420608910000,review,high,commercial_large,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],8,2010-11-10,2025-09-16,2,83660.0,0
CFS-PARCEL-0149766322,149766322,55297884590000,trusted,luxury,estate,Concord,C-2,unknown,medium,['jurisdiction_code_semantics_review'],8,2008-07-01,2025-08-28,4,40000.0,0
CFS-PARCEL-0149726619,149726619,45899200440000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2008-07-01,2025-07-30,3,2588676.0,0
CFS-PARCEL-0149726262,149726262,45894378180000,trusted,ultra_high,estate,Concord,RC-CD,unknown,low,"['review_low_confidence', 'review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2024-06-14,2025-07-29,2,8387500.0,0
CFS-PARCEL-0149727308,149727308,45982809390000,trusted,ultra_high,estate,Concord,I-1,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2004-05-01,2025-02-18,3,2234460.0,0
CFS-PARCEL-0149750790,149750790,55087356900000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,MDR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",8,2013-10-30,2025-01-29,2,108800.0,0
CFS-PARCEL-0149817756,149817756,56300052580000,review,luxury,estate,Concord,I-1,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2020-06-26,2025-01-23,4,1952865.0,0
CFS-PARCEL-0149753703,149753703,55165212580000,trusted,high,residential_standard,Harrisburg,CZ-RM,unknown,high,['jurisdiction_code_semantics_review'],8,2015-04-30,2025-01-16,3,353283.0,0
CFS-PARCEL-0149826108,149826108,56605607490000,trusted,high,residential_standard,Mt. Pleasant,RM,residential,high,['safe_for_dashboard'],8,2022-08-22,2025-01-13,4,383182.0,0
CFS-PARCEL-0149726703,149726703,45899263000000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2006-05-01,2025-01-08,3,80800.0,0
CFS-PARCEL-0149755575,149755575,55176928810000,review,ultra_high,commercial_large,Harrisburg,EC,industrial,high,['review_sliver_overlap'],8,2004-05-01,2024-12-27,3,209600.0,0
CFS-PARCEL-0149758954,149758954,55194568360000,review,ultra_high,commercial_large,Concord,O-I,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2014-05-22,2024-12-19,3,1172427.02,0
CFS-PARCEL-0149784301,149784301,56015728890000,review,luxury,residential_standard,Kannapolis,GC,commercial,medium,['review_sliver_overlap'],8,2013-02-06,2024-12-11,3,246650.0,0
CFS-PARCEL-0149784339,149784339,56015728890000,review,luxury,residential_standard,Kannapolis,GC,commercial,medium,['review_sliver_overlap'],8,2013-02-06,2024-12-11,3,246650.0,0
CFS-PARCEL-0149735918,149735918,46807003990000,trusted,ultra_high,commercial_large,Concord,I-2-CU,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2004-03-01,2024-12-09,4,2193479.0,0
CFS-PARCEL-0149727801,149727801,45994890890000,trusted,luxury,residential_standard,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],8,2008-11-01,2024-11-18,2,71000.0,0
CFS-PARCEL-0149812225,149812225,56203046580000,review,high,commercial_large,Concord,RV,residential,high,['safe_for_dashboard'],8,2008-05-01,2024-11-07,4,68245.0,0
CFS-PARCEL-0149758514,149758514,55187931960000,review,luxury,commercial_large,Concord,I-2,unknown,high,['jurisdiction_code_semantics_review'],8,2023-09-25,2024-10-24,2,723000.0,0
CFS-PARCEL-0149784179,149784179,56012589120000,review,luxury,residential_standard,Kannapolis,LI,industrial,high,['safe_for_dashboard'],8,2012-08-20,2024-09-18,4,268800.0,0
CFS-PARCEL-0149784180,149784180,56012589120000,review,luxury,residential_standard,Kannapolis,LI,industrial,high,['safe_for_dashboard'],8,2012-08-20,2024-09-18,4,268800.0,0
CFS-PARCEL-0149827638,149827638,56706948320000,trusted,medium,estate,Mt. Pleasant,RL,residential,high,['safe_for_dashboard'],8,2021-05-27,2024-08-07,1,414223.29,0
CFS-PARCEL-0149823721,149823721,56500093660000,review,ultra_high,commercial_large,Concord,PID,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2010-03-05,2024-07-11,4,334000.0,0
CFS-PARCEL-0149810396,149810396,56222097740000,review,luxury,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2007-03-01,2024-06-25,3,311000.0,0
CFS-PARCEL-0149812218,149812218,56227791770000,trusted,luxury,residential_standard,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2013-12-31,2024-06-25,2,10500.0,0
CFS-PARCEL-0149781856,149781856,56001813430000,review,luxury,commercial_large,Concord,PUD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2003-07-01,2024-04-04,4,380300.0,0
CFS-PARCEL-0149740689,149740689,46903539550000,review,luxury,residential_standard,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2013-02-22,2024-03-07,4,6070295.0,0
CFS-PARCEL-0149804163,149804163,56205904090000,review,luxury,estate,Concord,I-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2015-12-10,2024-03-07,2,208115.0,0
CFS-PARCEL-0149732543,149732543,46719294850000,trusted,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],8,2020-12-07,2023-11-29,5,483700.0,0
CFS-PARCEL-0149739853,149739853,46824337170000,review,medium,residential_standard,Cabarrus County / Unincorporated,CR,residential,high,['safe_for_dashboard'],8,2016-09-30,2023-11-28,2,147300.0,0
CFS-PARCEL-0149801946,149801946,56146030170000,trusted,luxury,residential_standard,Kannapolis,CC,commercial,high,['safe_for_dashboard'],8,2020-10-29,2023-11-03,3,133000.0,0
CFS-PARCEL-0149727835,149727835,45996963280000,trusted,luxury,residential_standard,Concord,C-2-CU,unknown,high,['jurisdiction_code_semantics_review'],8,2011-08-12,2023-10-11,3,553500.0,0
CFS-PARCEL-0149739233,149739233,46818217130000,review,low,residential_standard,Concord,RV-CD,residential,high,['safe_for_dashboard'],8,2021-06-01,2023-09-25,2,405980.0,0
CFS-PARCEL-0149739234,149739234,46818217130000,review,low,residential_standard,Concord,RV-CD,residential,high,['safe_for_dashboard'],8,2021-06-01,2023-09-25,2,405980.0,0
CFS-PARCEL-0149735747,149735747,46806152280000,trusted,luxury,estate,Concord,I-2-CU,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2006-12-01,2023-09-08,3,202343.0,0
CFS-PARCEL-0149811624,149811624,56224135610000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2008-06-01,2023-07-12,4,149190.43,0
CFS-PARCEL-0149764154,149764154,55280312750000,trusted,ultra_high,commercial_large,Concord,I-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2020-04-14,2023-05-09,4,4421928.0,0
CFS-PARCEL-0149726701,149726701,45899198770000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2009-04-01,2022-11-07,3,140700.0,0
CFS-PARCEL-0149783833,149783833,56009582390000,review,ultra_high,extreme_large,Concord,RV,residential,high,['review_sliver_overlap'],8,2017-10-06,2022-08-01,3,,0
CFS-PARCEL-0149783834,149783834,56009582390000,review,ultra_high,extreme_large,Concord,RV,residential,high,['review_sliver_overlap'],8,2017-10-06,2022-08-01,3,,0
CFS-PARCEL-0149783835,149783835,56009582390000,review,ultra_high,extreme_large,Concord,RV,residential,high,['review_sliver_overlap'],8,2017-10-06,2022-08-01,3,,0
CFS-PARCEL-0149799887,149799887,56136917230000,trusted,medium,residential_standard,Kannapolis,CC,commercial,high,['safe_for_dashboard'],8,2020-08-03,2022-05-13,4,669500.0,0
CFS-PARCEL-0149740649,149740649,46839987180000,review,medium,estate,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],8,2016-09-30,2022-02-16,3,59000.0,0
CFS-PARCEL-0149729513,149729513,46704601530000,review,medium,estate,Cabarrus County / Unincorporated,OI,office,low,"['review_low_confidence', 'review_sliver_overlap']",8,2013-12-30,2021-08-24,2,150115.0,0
CFS-PARCEL-0149726812,149726812,45898474550000,review,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2010-07-30,2021-05-06,5,2870931.0,0
CFS-PARCEL-0149807132,149807132,56211799000000,review,medium,residential_standard,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],8,2019-11-19,2021-05-06,3,2533921.0,0
CFS-PARCEL-0149751783,149751783,55092441170000,review,luxury,estate,Concord,I-1,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2008-10-01,2021-03-02,2,255000.0,0
CFS-PARCEL-0149727839,149727839,45995708060000,trusted,luxury,residential_standard,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],8,2018-07-24,2020-12-21,3,405000.0,0
CFS-PARCEL-0149794969,149794969,56127121340000,trusted,ultra_high,estate,Concord,O-I,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2003-11-01,2020-12-03,4,14200.0,0
CFS-PARCEL-0149784542,149784542,56018308130000,trusted,ultra_high,estate,Concord,I-2,unknown,high,['jurisdiction_code_semantics_review'],8,2008-09-01,2020-08-20,3,2063339.0,0
CFS-PARCEL-0149782380,149782380,56001768970000,review,luxury,residential_standard,Concord,O-I,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2004-09-01,2020-06-17,3,6650.0,0
CFS-PARCEL-0149782381,149782381,56001768970000,review,luxury,residential_standard,Concord,O-I,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2004-09-01,2020-06-17,3,6650.0,0
CFS-PARCEL-0149782382,149782382,56001768970000,review,luxury,residential_standard,Concord,O-I,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2004-09-01,2020-06-17,3,6650.0,0
CFS-PARCEL-0149796683,149796683,56129861640000,review,ultra_high,commercial_large,Kannapolis,R4,residential,high,['review_sliver_overlap'],8,2016-04-01,2020-04-24,4,17922897.0,0
CFS-PARCEL-0149772352,149772352,55399182650000,review,ultra_high,estate,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],8,2004-06-01,2020-01-29,3,124250.0,0
CFS-PARCEL-0149784828,149784828,56018311480000,trusted,ultra_high,commercial_large,Concord,I-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2003-06-01,2019-11-07,5,6020024.0,0
CFS-PARCEL-0149776413,149776413,55541966550000,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],8,2004-02-01,2019-10-02,4,244000.0,0
CFS-PARCEL-0149776414,149776414,55541966550000,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],8,2004-02-01,2019-10-02,4,244000.0,0
CFS-PARCEL-0149821741,149821741,56343049810000,review,ultra_high,commercial_large,Kannapolis,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",8,2010-09-08,2019-08-01,4,175000.0,0
CFS-PARCEL-0149823099,149823099,56246159080000,review,medium,residential_standard,Kannapolis,C-1,unknown,high,['jurisdiction_code_semantics_review'],8,2010-06-24,2019-05-28,2,,0
CFS-PARCEL-0149782119,149782119,56004789770000,trusted,ultra_high,commercial_large,Concord,C-1,unknown,medium,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2017-10-25,2019-03-29,2,1928800.0,0
CFS-PARCEL-0149812430,149812430,56227521610000,review,luxury,estate,Concord,C-2,unknown,low,"['review_low_confidence', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2004-08-01,2018-09-06,3,1100.0,0
CFS-PARCEL-0149811970,149811970,56230151620000,review,luxury,residential_standard,Kannapolis,GC,commercial,high,['safe_for_dashboard'],8,2009-11-01,2018-04-06,2,178000.0,0
CFS-PARCEL-0149735977,149735977,46808022840000,trusted,ultra_high,estate,Concord,I-1,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2015-09-14,2017-08-15,3,7806602.0,0
CFS-PARCEL-0149793670,149793670,56119831840000,trusted,luxury,residential_standard,Concord,RC,unknown,high,['jurisdiction_code_semantics_review'],8,2016-10-13,2016-10-13,1,480500.0,0
CFS-PARCEL-0149813340,149813340,56231342450000,review,unknown,commercial_large,Kannapolis,R8,residential,high,['safe_for_dashboard'],8,2014-09-09,2015-11-30,2,4774242.0,0
CFS-PARCEL-0149819373,149819373,56320625130000,trusted,luxury,estate,Concord,RM-1,residential,high,['review_sliver_overlap'],8,2009-09-01,2015-01-06,3,191428.0,0
CFS-PARCEL-0149812115,149812115,56227563260000,review,luxury,residential_standard,Concord,C-2,unknown,low,"['review_low_confidence', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",8,2007-02-01,2014-03-03,1,8000.0,0
CFS-PARCEL-0149806676,149806676,56209725090000,review,luxury,residential_standard,Concord,CC,commercial,high,['safe_for_dashboard'],7,2011-10-26,2025-12-12,3,856570.0,0
CFS-PARCEL-0149784437,149784437,56018104980000,review,luxury,commercial_large,Concord,I-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2004-03-01,2025-11-20,2,67500.0,0
CFS-PARCEL-0149784460,149784460,56018104980000,review,luxury,commercial_large,Concord,I-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2004-03-01,2025-11-20,2,67500.0,0
CFS-PARCEL-0149784461,149784461,56018104980000,review,luxury,commercial_large,Concord,I-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2004-03-01,2025-11-20,2,67500.0,0
CFS-PARCEL-0149727290,149727290,45992282340000,trusted,ultra_high,estate,Concord,C-2,unknown,high,['jurisdiction_code_semantics_review'],7,2007-03-01,2025-11-17,3,120976.0,0
CFS-PARCEL-0149768146,149768146,55372952660000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],7,2004-02-01,2025-11-03,4,83680.0,0
CFS-PARCEL-0149754276,149754276,55061797940000,trusted,medium,residential_standard,Harrisburg,RL,residential,high,['safe_for_dashboard'],7,2019-03-06,2025-10-22,3,64253.0,0
CFS-PARCEL-0149755075,149755075,55171713120103,review,luxury,residential_standard,Harrisburg,GC,commercial,high,['safe_for_dashboard'],7,2013-04-30,2025-10-01,3,779644.0,0
CFS-PARCEL-0149755076,149755076,55171713120103,review,luxury,micro,Harrisburg,GC,commercial,high,['safe_for_dashboard'],7,2013-04-30,2025-10-01,3,779644.0,0
CFS-PARCEL-0149756892,149756892,55079691640000,trusted,luxury,estate,Harrisburg,GC,commercial,high,['safe_for_dashboard'],7,2014-07-29,2025-09-04,4,229000.0,0
CFS-PARCEL-0149727312,149727312,45985657920000,review,luxury,residential_standard,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2017-05-19,2025-08-28,3,106347.0,0
CFS-PARCEL-0149727313,149727313,45985657920000,review,luxury,residential_standard,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2017-05-19,2025-08-28,3,106347.0,0
CFS-PARCEL-0149727314,149727314,45985657920000,review,luxury,residential_standard,Concord,C-2,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2017-05-19,2025-08-28,3,106347.0,0
CFS-PARCEL-0149787181,149787181,56033188930000,review,high,commercial_large,Kannapolis,AG,agricultural,high,['safe_for_dashboard'],7,2016-03-22,2025-08-12,2,119500.0,0
CFS-PARCEL-0149740960,149740960,46837905970000,trusted,high,estate,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],7,2013-03-13,2025-07-24,3,224668.0,0
CFS-PARCEL-0149727488,149727488,45989396020000,trusted,luxury,estate,Harrisburg,EC,industrial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2015-08-25,2025-07-23,3,3632735.91,0
CFS-PARCEL-0149778356,149778356,55592933870000,review,medium,estate,Cabarrus County / Unincorporated,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2019-08-20,2025-07-15,2,201000.0,0
CFS-PARCEL-0149811533,149811533,56224905540000,trusted,ultra_high,estate,Kannapolis,GC,commercial,high,['review_sliver_overlap'],7,2019-02-19,2025-07-01,3,1521500.0,0
CFS-PARCEL-0149736729,149736729,46809641010000,review,ultra_high,estate,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2015-07-23,2025-06-23,3,4834909.0,0
CFS-PARCEL-0149736730,149736730,46809641010000,review,ultra_high,estate,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2015-07-23,2025-06-23,3,4834909.0,0
CFS-PARCEL-0149822153,149822153,56407969290000,review,medium,estate,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],7,2015-09-24,2025-06-06,4,110500.0,0
CFS-PARCEL-0149758473,149758473,55187496190000,review,ultra_high,commercial_large,Concord,I-1,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2023-06-16,2025-06-05,3,1624054.0,0
CFS-PARCEL-0149810555,149810555,56220999010000,review,low,residential_standard,Kannapolis,GC,commercial,high,['safe_for_dashboard'],7,2013-12-17,2025-06-02,2,109158.0,0
CFS-PARCEL-0149754387,149754387,55063300540000,trusted,ultra_high,commercial_large,Harrisburg,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2013-07-29,2025-05-30,3,775000.0,0
CFS-PARCEL-0149728602,149728602,45993001290000,trusted,ultra_high,commercial_large,Concord,I-2-CD,unknown,high,['jurisdiction_code_semantics_review'],7,2024-03-11,2025-05-23,3,15448312.0,0
CFS-PARCEL-0149815244,149815244,56235225110000,trusted,high,residential_standard,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],7,2023-01-03,2025-05-20,3,58700.0,0
CFS-PARCEL-0149726170,149726170,45892802850000,trusted,ultra_high,estate,Concord,PUD,unknown,high,['jurisdiction_code_semantics_review'],7,2024-09-06,2025-05-13,2,2346500.0,0
CFS-PARCEL-0149791494,149791494,56109632240000,review,high,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],7,2022-05-17,2025-05-06,2,226000.0,0
CFS-PARCEL-0149790311,149790311,56109972510000,trusted,ultra_high,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2003-07-01,2025-03-17,3,6600.0,0
CFS-PARCEL-0149811659,149811659,56224356290000,trusted,luxury,residential_standard,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2016-02-18,2025-02-26,3,737600.0,0
CFS-PARCEL-0149748239,149748239,46815973980000,trusted,luxury,estate,Concord,PUD,unknown,high,['jurisdiction_code_semantics_review'],7,2021-05-18,2025-01-23,3,5194819.9,0
CFS-PARCEL-0149819338,149819338,56319266860000,trusted,medium,commercial_large,Cabarrus County / Unincorporated,LDR,residential,medium,['review_multi_jurisdiction'],7,2012-12-19,2024-12-16,1,81000.0,0
CFS-PARCEL-0149765882,149765882,55295976920000,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],7,2024-04-26,2024-11-22,2,450000.0,0
CFS-PARCEL-0149765883,149765883,55295976920000,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],7,2024-04-26,2024-11-22,2,450000.0,0
CFS-PARCEL-0149812048,149812048,56225910880000,review,unknown,estate,Kannapolis,GC,commercial,high,['safe_for_dashboard'],7,2024-11-18,2024-11-21,1,,0
CFS-PARCEL-0149740648,149740648,46900635500000,trusted,ultra_high,estate,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2014-12-02,2024-10-25,3,16222824.0,0
CFS-PARCEL-0149784008,149784008,56011243110000,review,ultra_high,residential_standard,Kannapolis,GC-CZ,commercial,high,['review_sliver_overlap'],7,2023-07-31,2024-09-27,3,5391957.0,0
CFS-PARCEL-0149784009,149784009,56011243110000,review,ultra_high,residential_standard,Kannapolis,GC-CZ,commercial,high,['review_sliver_overlap'],7,2023-07-31,2024-09-27,3,5391957.0,0
CFS-PARCEL-0149813854,149813854,56209800380000,review,luxury,residential_standard,Concord,CC,commercial,high,['safe_for_dashboard'],7,2014-02-12,2024-09-20,3,25042.0,0
CFS-PARCEL-0149742089,149742089,46919176540000,trusted,ultra_high,estate,Kannapolis,CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2023-11-02,2024-09-19,3,12462740.0,0
CFS-PARCEL-0149727360,149727360,45991026210000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2005-04-01,2024-08-09,5,1178190.0,0
CFS-PARCEL-0149828962,149828962,56814371650000,review,luxury,commercial_large,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],7,2013-04-22,2024-07-25,3,531500.0,0
CFS-PARCEL-0149802582,149802582,56145072260000,trusted,ultra_high,estate,Kannapolis,CC,commercial,high,['review_sliver_overlap'],7,2017-10-30,2024-06-18,3,1568232.0,0
CFS-PARCEL-0149812510,149812510,56230209800000,review,medium,residential_standard,Kannapolis,GC,commercial,high,['safe_for_dashboard'],7,2012-08-20,2024-06-13,3,153200.0,0
CFS-PARCEL-0149783635,149783635,56010806010000,trusted,luxury,estate,Kannapolis,CD,unknown,high,['jurisdiction_code_semantics_review'],7,2006-07-01,2024-06-06,2,5314307.0,0
CFS-PARCEL-0149776007,149776007,55484647930000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,LDR,residential,high,['review_sliver_overlap'],7,2004-03-01,2024-05-21,4,146897.0,0
CFS-PARCEL-0149733548,149733548,46726826420000,trusted,medium,residential_standard,Kannapolis,R8-CZ,residential,high,['safe_for_dashboard'],7,2021-01-19,2024-05-14,4,1238471.0,0
CFS-PARCEL-0149803242,149803242,56203224930000,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],7,2019-05-14,2024-05-13,5,86699.0,0
CFS-PARCEL-0149728606,149728606,45994874180000,trusted,luxury,residential_standard,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2017-03-17,2024-04-16,2,825000.0,0
CFS-PARCEL-0149752353,149752353,55157667990000,review,luxury,commercial_large,Cabarrus County / Unincorporated,CR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2021-04-23,2024-04-15,3,1161896.4,0
CFS-PARCEL-0149777760,149777760,55560086840000,review,high,estate,Midland,AG,agricultural,medium,['safe_for_dashboard'],7,2004-09-01,2024-04-08,2,100000.0,0
CFS-PARCEL-0149810204,149810204,56217983380000,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],7,2012-05-14,2024-02-09,4,745000.0,0
